name,author,narrator,time,releasedate,language,stars,price,ratings
Vitello compra un maravilloso regalo de Navidad,KimFupzAakeson,BenjamínFigueres,13,2022-01-19,spanish,0,65,0
Vitello salva el mundo,KimFupzAakeson,BenjamínFigueres,12,2022-01-19,spanish,0,65,0
Vitello construye un Abominable Hombre de las Nieves,KimFupzAakeson,BenjamínFigueres,13,2022-01-19,spanish,0,65,0
Vitello hace una obra de caridad,KimFupzAakeson,BenjamínFigueres,13,2022-01-19,spanish,0,65,0
Vitello pide un deseo,KimFupzAakeson,BenjamínFigueres,12,2022-01-19,spanish,0,65,0
Vitello pide un montón de chuches,KimFupzAakeson,BenjamínFigueres,12,2022-01-19,spanish,0,65,0
Barbie - En busca de las cachorritas,"Mattel,NicolásOluchaSánchez",BeatrizOlcina,35,2022-01-19,spanish,0,38,0
El misterio del ladrón narizotas,LuisaVillarLiébana,EstelaBenita,49,2022-01-21,spanish,0,115,0
Willy y el arenque asesino,"JeffreyArcher,JesúsCañadas-traductor",EmilioBianchi,33,2022-01-19,spanish,0,38,0
Pasado por auga,JeffKinney,"ÁngelesGarciaFigueiras,JoséCarlosPoloRodriguez",102,2022-01-19,galician,0,38,0
PJ Masks - ¡Los niños lobunos!,"eOne,NicolásOluchaSánchez",RogerSerradell,10,2022-01-19,spanish,0,38,0
Noémie Hollemechette,MagdeleineduGenestoux,EmmanuelleLemée,294,2022-01-13,french,0,225,0
Los Pitufos - Historias de Pitufos,"Peyo,RaquelLuqueBenitez-traductor",GuillermoMontoya,146,2022-01-17,spanish,0,153,0
Los Pitufos - Historias de 3 minutos,"Peyo,RaquelLuqueBenitez-traductor",GuillermoMontoya,34,2022-01-17,spanish,0,38,0
Il primo disastroso libro di Matt,FrancescoMuzzopappa,FrancescoLeonardoFabbri,251,2022-01-13,italian,0,190,0
Françoise la mauvaise tête,MagdeleineduGenestoux,EmmanuelleLemée,298,2022-12-01,french,0,225,0
Sotto la stella del lupo,RosanneParry,MirkoRosella,232,2022-01-14,italian,0,268,0
Los Rescatadores Mágicos y la tostadora de los deseos,SabrinaCatdoor,LilianRodas,50,2022-01-15,spanish,0,76,0
Superhjältar på äventyr - Spider-Man får superhjälp!,Marvel,BenjaminHagberg,38,2022-01-13,swedish,0,32,0
Atrapados en el monte Olimpo,AlejandroKhan,EvaColl,50,2022-01-19,spanish,0,76,0
The Worst Class in the World Dares You!,JoannaNadin,SamNewton,64,2022-01-20,English,0,493,0
Der Ruf des Mondsteins,"ChenJiatong,UlrikeKöbele-Übersetzer",Michael-CheKoch,345,2022-01-14,german,0,434,0
Pizza Power,WilliamGoldsmith,KrisDyer,304,2022-01-20,English,0,569,0
The Case of the Smuggler's Curse,F.S.Dawson,MarkPeachey,215,2022-01-20,English,0,569,0
The Lock-Eater,ZackLoranClark,AnnMarieLee,687,2022-01-18,English,0,1382,0
Brave New Pond,"JenniferL.Holm,MatthewHolm","MaryDilts,JorjeanaMarie,RobShapiro,",26,2022-01-25,English,0,251,0
The Box-Car Children,GertrudeChandlerWarner,CathleenFuller,155,2021-01-27,English,0,335,0
Wild River,RodmanPhilbrick,MichaelCurran-Dorsano,229,2021-02-03,English,0,656,0
The Wild Robot: Booktrack Edition,PeterBrown,KateAtwater,254,2020-08-09,English,0,500,0
Skeleton Key,AnthonyHorowitz,OliverChris,419,2020-09-04,English,5,569,3
Demon Dentist,DavidWalliams,DavidWalliams,286,2013-03-10,English,5,265,3
Hidden Pictures,CarolynKeene,JorjeanaMarie,192,2020-01-14,English,4.5,305,9
The Lost Continent,TuiT.Sutherland,ShannonMcManus,503,2018-06-26,English,4.5,656,4
Unicorn Academy: Ariana and Whisper,JulieSykes,KristinAtherton,96,2020-08-10,English,5,266,1
A Long Walk to Water,LindaSuePark,"DavidBaker,CynthiaBishop",161,2013-07-11,English,5,797,3
Talons of Power,TuiT.Sutherland,ShannonMcManus,472,2017-01-01,English,5,586,7
Bound for Danger,FranklinW.Dixon,TimGregory,219,2017-03-20,English,5,305,4
"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, Part 1: The Night of the Nasty Nostril Nuggets",DavPilkey,"LenForgione,DazjonFreeman,BenD'Amico",70,2018-10-16,English,5,258,5
Hello Kitty - El día de la boda,"Sanrio,NeusCasanovaVico",EvaAndrés,38,2021-10-11,spanish,0,38,0
Hello Kitty - La excursión escolar,"Sanrio,NeusCasanovaVico",EvaAndrés,40,2021-10-11,spanish,0,38,0
Hello Kitty - La princesa del pop,"Sanrio,NeusCasanovaVico",EvaAndrés,40,2021-10-11,spanish,0,38,0
Het oneindige verhaal,MichaelEnde,SanderdeHeer,977,2021-10-11,dutch,0,267,0
Mariona y Comenoches,"JaumeCabré,RominaMartí-ilustrador,ConchaCardeñoso-traductor",ElisabetBargalló,21,2021-10-11,spanish,0,384,0
Thomas@geraamte.net (Afrikaans Edition),CarinaDiedericks-Hugo,HendrikNieuwoudt,151,2021-03-11,afrikaans,0,417,0
Чучело,ВладимирКарповичЖелезников,ОлегИсаев,416,2021-05-11,russian,0,99,0
Маленькая принцесса,ФренсисЭлизаБёрнетт,НатальяМихеева,400,2021-03-11,russian,0,99,0
Маленький принц,АнтуандеСент-Экзюпери,АлексейРоссошанский,123,2021-08-11,russian,0,99,0
Warhammer Adventures: Battle for the Soulspring,TomHuddleston,HelenMcAlpine,155,2021-06-11,English,0,379,0
Warhammer Adventures: Fortress of Ghosts,TomHuddleston,HelenMcAlpine,158,2021-06-11,English,0,379,0
Black Powder,AllySherrick,CharlotteStrevens,464,2021-01-11,English,0,733,0
Le Mystère du train de la nuit,MarcThil,MarcThil,91,2021-10-28,french,0,225,0
Drachenalarm,BettinaRakowitz,ErikBorner,33,2021-10-28,german,0,166,0
Superjuffie!,JannekeSchotveld,JannekeSchotveld,170,2021-10-28,dutch,0,367,0
Begyndelsen - Storm i sigte,"Disney,AnneLundGillesberg",MathiasKlenske,108,2021-10-26,danish,0,267,0
101 Dalmatinere - Begyndelsen - Anitas hemmelige hvalp,"Disney,TineS.Norbøll",AnnevigScheldeEbbe,82,2021-10-26,danish,0,233,0
Złote rękawice Arachne!,StellaTarakson,MaciejWięckowski,109,2021-10-28,polish,0,267,0
Die Traumwelt,NickReinhart,LuciaPatriciaBayer,333,2021-10-22,german,0,401,0
Swashbuckler,JamesMoloney,StigWemyss,122,2021-01-11,English,0,797,0
"Paddington, le roman du film","JeanneWillis,EricBetsch-traducteur",GuillaumeGallienne,158,2021-10-11,french,0,719,0
Get a Hold of Your Elf!,NancyKrulik,JesúsE.Martínez,93,2021-10-19,English,0,1172,0
Niemals den roten Knopf drücken oder die Dinos drehen durch,KatiNaumann,TanjaBunke,158,2021-10-21,german,0,300,0
Le fabuloup gâteau de Gros-Louis,OrianneLallemand,WillProduction,5,2021-10-30,french,0,112,0
Loup et ses amis. L'intégrale,OrianneLallemand,WillProduction,36,2021-10-30,french,0,490,0
L'anniversaire de Louve,OrianneLallemand,WillProduction,5,2021-10-30,french,0,112,0
Edmond le dragon et l'incendie,OrianneLallemand,WillProduction,5,2021-10-30,french,0,112,0
La machine à vœux de Valentin,OrianneLallemand,WillProduction,5,2021-10-30,french,0,112,0
La drôle de maladie de Demoiselle Yéti,OrianneLallemand,WillProduction,5,2021-10-30,french,0,112,0
Le secret de Joshua,OrianneLallemand,WillProduction,4,2021-10-30,french,0,112,0
Alfred et le monstre de la forêt,OrianneLallemand,WillProduction,5,2021-10-30,french,0,112,0
Comenoches,AnaJuan,TeresaFernández,4,2021-10-18,spanish,0,384,0
Mörtel und Maus wollen hoch hinaus,MichaelEngler,MoritzPliquet,115,2021-10-29,german,0,233,0
Un viaje más allá de Sodor,"Mattel,RaquelLuqueBenitez",GermánGijón,10,2021-10-21,spanish,0,38,0
El prisionero de la fantasía,AndreuMartín,CristinaFargas,55,2021-11-10,spanish,0,115,0
Das Hotel der Wünsche,"SeanEasley,UlrikeRaimer-Nolte-Übersetzer",TimoWeisschnur,664,2021-10-29,german,0,334,0
Der Verrat,GinaMayer,JonasMinthe,350,2021-10-27,german,0,367,0
Das verbotene Turnier,GinaMayer,IngaReuters,85,2021-10-20,german,0,267,0
Дениска на Севером полюсе [Deniska at the North Pole],ГеннадийКораблев,ВладимирАбрамов,38,2021-11-10,russian,0,47,0
Lampie,AnnetSchaap,GenevieveGaunt,533,2021-05-10,English,0,569,0
Spider-Man rettet Weihnachten / Spider-Man und seine Insektenfreunde,"MacKenzieCadenhead,SeanRyan,AnkeAlbrecht-Übersetzer",ChristianZeiger,61,2021-05-10,german,0,233,0
Otto der Flaschengeist,ChristineFrank,LotharSchekira,44,2021-05-10,german,0,166,0
Peter Pan,J.M.Barrie,VictorWarren,329,2021-12-10,English,0,478,0
L'Ogre qui aimait les champignons,"OlivierCohen,YassenVodenitcharov,Jean-LoupPagesy",RégisIvanov,60,2021-07-10,french,0,679,0
Une mission parfumée !,"Mattel,MarieTimothéeMackowiak",ClaudeRoberval,12,2021-10-15,french,0,263,0
De précieux passagers,"Mattel,MarieTimothéeMackowiak",ClaudeRoberval,13,2021-10-15,french,0,263,0
La Grande Course,"Mattel,MarieTimothéeMackowiak",ClaudeRoberval,11,2021-10-15,french,0,263,0
Un concert enflammé,Mattel,JakeMeniani,8,2021-10-15,french,0,112,0
Thursdays with the Crown,JessicaDayGeorge,GraceAndrews,338,2021-08-10,English,0,600,0
Marvel Spider-Man - 5-Min-Geschichten,"FrederikKugler-Übersetzer,BirteBaumgardt",ChristianZeiger,63,2021-11-10,german,0,233,0
Un super match de football,Mattel,JakeMeniani,9,2021-07-10,french,0,187,0
Un super chien de sauvetage,Mattel,JakeMeniani,8,2021-07-10,french,0,187,0
The Spitfang Lizard,KrisHumphrey,AlexWingfield,81,2021-01-10,English,0,573,0
Little Horror,DanielPeak,AnnabelBrook,228,2021-01-10,English,0,626,0
Un sauvetage magique,Mattel,JakeMeniani,8,2021-07-10,french,0,187,0
Un cheval à sauver,Mattel,JakeMeniani,9,2021-07-10,french,0,187,0
Canoë à la Dérive !,Mattel,JakeMeniani,9,2021-07-10,french,0,187,0
Disparition au Zoo !,Mattel,JakeMeniani,9,2021-07-10,french,0,187,0
Concours en péril,Mattel,JakeMeniani,7,2021-07-10,french,0,187,0
La Tempête de Dhîves,LoïcBurlot,LoïcBurlot,66,2021-01-10,french,0,301,0
Im Bannkreis des Schwurs Teil 2,TanyaStewner,LauraMaire,356,2021-09-29,german,0,468,0
Im Bannkreis des Schwurs Teil 1,TanyaStewner,LauraMaire,358,2021-09-29,german,0,468,0
La Route du courage,"Mattel,MarieTimothéeMackowiak",ClaudeRoberval,22,2021-01-10,french,0,263,0
Bazar chez les locomotives,"Mattel,MarieTimothéeMackowiak",ClaudeRoberval,18,2021-09-23,french,0,263,0
Le Mystère de la montagne bleue,"Mattel,MarieTimothéeMackowiak",ClaudeRoberval,19,2021-01-10,french,0,263,0
Le Roi du chemin de fer,"Mattel,MarieTimothéeMackowiak",ClaudeRoberval,28,2021-01-10,french,0,263,0
Que le meilleur gagne !,"Mattel,MarieTimothéeMackowiak",ClaudeRoberval,7,2021-01-10,french,0,263,0
Los Atrevidos,ElsaPunset,"OliviaVives,SilviaGómezLasil",297,2021-09-23,spanish,0,268,0
Lucía y Ema dan un paseo en bicicleta,LineKyedKnudsen,EvaColl,7,2021-09-23,spanish,0,38,0
Lucía y Ema celebran sus cumpleaños,LineKyedKnudsen,EvaColl,10,2021-09-23,spanish,0,38,0
Lucía recibe un cachorro de regalo,LineKyedKnudsen,EvaColl,7,2021-09-23,spanish,0,38,0
Gulliver XXI,JordiSierraiFabra,FernandoCea,148,2021-09-22,spanish,0,192,0
Midnatt,ErinHunter,JannaEriksson,566,2021-09-20,swedish,0,568,0
Den mörka floden,ErinHunter,JannaEriksson,673,2021-09-20,swedish,0,568,0
Visionen,ErinHunter,JannaEriksson,696,2021-09-20,swedish,0,568,0
Blood Captain,JustinSomper,DanielPhilpott,864,2021-09-30,English,0,873,0
Zeinumb. Parque de atracciones,JoséMaríaCarrascoSoriano,OscarChamorro,427,2021-09-16,spanish,0,307,0
El mejor regalo del mundo,RicardRuizGarzón,MamenMengó,12,2021-09-15,spanish,0,38,0
The Hunt for the Five,ElHolly,RebeccaRogers,433,2021-09-23,English,0,234,0
Un amico a sorpresa,GeronimoStilton,GeronimoStilton,65,2021-09-15,italian,0,267,0
Eine dunkle Verschwörung,"ChrisColfer,NaemiSchuhmacher-Übersetzer",RufusBeck,531,2021-09-29,german,0,535,0
Alarm im Park,IrmgardKramer,DirkPetrick,81,2021-09-20,german,0,233,0
Los vestidos de Pancheta,RicardoAlcántara,SilviaCabrera,23,2021-08-09,spanish,0,38,0
Aventures sur le continent,"Mattel,MarieTimothéeMackowiak",ClaudeRoberval,13,2021-06-09,french,0,263,0
Tafiti und der große Zauberer,JuliaBoehme,ChristianRudolf,49,2021-03-09,german,0,233,0
Silas and the Marvellous Misfits,TomPercival,DamiOlukoya,110,2021-10-14,English,0,323,0
Cheeky and Charlemagne,DonnaSeim,AndrewPeriale,242,2021-02-09,English,0,281,0
El Agujero Negro [The Black Hole],AliciaMolina,LeylaRangel,34,2021-07-09,spanish,0,100,0
La Légende du trésor perdu de Chicalor,"Mattel,MarieTimothéeMackowiak",ClaudeRoberval,15,2021-06-09,french,0,263,0
Los rescatadores mágicos en las magiolimpiadas,SabrinaCatdoor,LilianRodas,51,2021-06-09,spanish,0,76,0
Los rescatadores mágicos en el bosque de los gamusinos,SabrinaCatdoor,LilianRodas,57,2021-06-09,spanish,0,76,0
El ladrón de la fantasía,OctaviFranch,EvaColl,64,2021-02-09,spanish,0,38,0
Freddy vs. School,NeillCameron,TazSkyler,136,2021-01-09,English,0,615,0
City of Rust,GemmaFowler,FranBurgoyne,373,2021-01-09,English,0,903,0
Polly Pecorino,EmmaChichesterClark,RebeccaNorfolk,154,2021-02-09,English,0,379,0
Mambrú Perdió la Guerra [Mambrú Lost the War],IreneVasco,SergioMejía,102,2021-07-09,spanish,0,100,0
Dragon Skin,KarenFoxlee,AbbeHolmes,371,2021-10-28,English,0,531,0
Eld och is,ErinHunter,MattiasLinderoth,580,2021-08-26,swedish,0,568,0
Crowfall,VashtiHardy,DanielCasey,351,2021-01-11,English,0,531,0
Die Muskeltiere und die große Käseverschwörung,UteKrause,AndreasFröhlich,238,2021-08-23,german,0,334,0
Tom und die Schildkrötenschmuggler,InesBalcik,MaxHoffmann,214,2021-08-23,german,0,267,0
Travesuritis aguda [Acute Travesuritis],RafaelBarajas,SergioMejía,16,2021-07-09,spanish,0,100,0
"Hola, ¿puedo ayudar?",JordiSierraiFabra,AnetaFernández,138,2021-01-11,spanish,0,192,0
El hombre que perdió su imagen,JordiSierraiFabra,AlbertoFeixas,142,2021-09-13,spanish,0,192,0
Todo se rompe,AndreuMartín,CristinaFargas,61,2021-09-27,spanish,0,115,0
The Ice Whisperers,HelenkaStachera,SaffronCoomber,436,2021-10-28,English,0,410,0
Malicia en el país de las fechorías,"HannahPeck-ilustradora,JenniJennings",SergioMejía,266,2021-08-19,spanish,0,575,0
Wilma Walnuss und das kleine Baumhotel,KatharinaE.Volk,CathlenGawlich,157,2021-03-09,german,0,233,0
Brother Wulf: Wulf's Bane,JosephDelaney,ThomasJudd,425,2021-08-19,English,0,615,0
The Goldsmith and the Master Thief,TonkeDragt,ChristopherBonwell,634,2021-08-17,English,0,721,0
Bin Boy,TomVaughan,SamNewton,366,2021-12-08,English,0,903,0
Un día en casa,JordiSierraiFabra,FernandoCea,175,2021-08-31,spanish,0,192,0
El guerrero fantasma,PedroEstrada,RaúlGarcía,171,2021-10-08,spanish,0,268,0
La leyenda del wendigo,PedroEstrada,RaúlGarcía,175,2021-10-08,spanish,0,268,0
The Raven Heir,StephanieBurgis,EleanorJackson,324,2021-05-08,English,0,493,0
Extra Weird Creatures,MarkPowers,PaulPanting,81,2021-05-08,English,0,493,0
"I Survived the Galveston Hurricane, 1900",LaurenTarshis,MichaelGallagher,125,2021-07-09,English,0,656,0
The Week at World's End,EmmaCarroll,VeniceVanSomeren,315,2021-02-09,English,0,664,0
The Imagination Box,MartynFord,JoshuaMcGuire,331,2021-09-28,English,0,569,0
Nehmt euch in Acht!,StefanieGerstenberger,CarolinSophieGöbel,479,2021-10-13,german,0,568,0
"Allez, les verts! [Let's Go Green!]",GenevièveGuilbault,Pier-LucFunk,82,2021-08-17,french,0,240,0
The Monsters of Rookhaven,"PádraigKenny,EdwardBettison-illustrator",EmmaNoakes,441,2021-09-30,English,0,323,0
Les Histoires pour petites oreilles,EricBattut,MichèleMoreau,17,2021-04-08,french,0,378,0
DJ Funkyfoot: Give Cheese a Chance!,"TomAngleberger,HeatherFox-illustrator",MarkTuretsky,35,2021-07-09,English,0,82,0
Les aventures de Sven le terrible. Pas de princesse pour les pirates. [The Adventures of Sven the Terrible. No Princess for Pirates.],RhéaDufresne,MatthieuFarcy,12,2021-09-23,french,0,191,0
Dungeons & Dragons: Big Trouble,MattForbeck,"GildartJackson,KatherineLittrell",135,2020-05-26,English,0,1172,0
Dungeons & Dragons: Escape from Castle Ravenloft,MattForbeck,"SaskiaMaarleveld,GildartJackson",155,2020-05-26,English,0,1172,0
Dungeons & Dragons: Escape the Underdark,MattForbeck,"GildartJackson,AustinRising",148,2020-05-26,English,0,1172,0
Dungeons & Dragons: To Catch a Thief,MattForbeck,"AndreaEmmes,GildartJackson",145,2020-05-26,English,0,1172,0
Uno skate per due,GeronimoStilton,GeronimoStilton,64,2021-11-08,italian,0,267,0
PIN-0-TXO vol tenir amics,ÁlvaroColomer,RogerSerradell,16,2021-08-16,catalan,0,38,0
PIN-0-TXO vol tenir ànima,ÁlvaroColomer,RogerSerradell,14,2021-09-08,catalan,0,38,0
Noticias frescas,JordiSierraiFabra,AnetaFernández,177,2021-01-09,spanish,0,192,0
Una boda desmadrada,JordiSierraiFabra,AnetaFernández,154,2021-08-27,spanish,0,192,0
Zack Galaxy: misión secreta,JordiSierraiFabra,AlvaroEsteve,171,2021-03-08,spanish,0,192,0
El rockero,JordiSierraiFabra,FernandoCea,185,2021-08-27,spanish,0,230,0
"Un poco de pasta, basta",JordiSierraiFabra,FernandoCea,185,2021-08-31,spanish,0,230,0
"Los mayores están locos, locos, locos",JordiSierraiFabra,FernandoCea,189,2021-01-09,spanish,0,230,0
Hijos de Asgard,LauraMorales,JulioHernández,562,2021-08-13,spanish,0,307,0
La estrellita de mar,FranciscoDíazValladares,YolandaAdabuhi,5,2021-08-25,spanish,0,38,0
Brisca,AndreuMartín,CristinaFargas,113,2021-01-09,spanish,0,153,0
La niña que siempre decía no,AndreuMartín,CristinaFargas,59,2021-06-09,spanish,0,115,0
El niño que era muy hombre,AndreuMartín,CristinaFargas,64,2021-09-13,spanish,0,115,0
El niño que tenía mucho hermano,AndreuMartín,CristinaFargas,65,2021-09-27,spanish,0,115,0
Sólo soy una niña,AndreuMartín,CristinaFargas,65,2021-09-20,spanish,0,115,0
El brujo No,AndreuMartín,CristinaFargas,54,2021-11-10,spanish,0,115,0
El perro del señor Gris Marengo,AndreuMartín,CristinaFargas,61,2021-10-18,spanish,0,115,0
Zorro blanco,ChenJiatong,EdgarPuente,348,2021-05-08,spanish,0,575,0
Im kleinen wilden Schnergenland,"EdwardWyke-Smith,VeronicaCossanteli",GertHeidenreich,255,2021-08-26,german,0,367,0
Komm flieg mit uns ins Abenteuer!,KatjaFrixe,SteffenGroth,78,2021-09-08,german,0,233,0
Spuren im Wald,RosaSchwarz,RubinaNath,173,2021-08-30,german,0,233,0
Ein rätselhafter Unfall,RosaSchwarz,RubinaNath,182,2021-08-30,german,0,233,0
Rupert präsentiert - Ein echt wildes Abenteuer,JeffKinney,MartinBaltscheit,98,2020-10-08,german,0,233,0
Luftpiraten,MarkusOrths,AxelPrahl,336,2021-08-16,german,0,334,0
Luis und Lena - Der Zwerg des Zorns,ThomasWinkler,MartinBaltscheit,137,2021-09-08,german,0,300,0
Ozean in Flammen,DanJolley,JacobWeigert,388,2021-08-25,german,0,468,0
Rille - Ein Dschungel voller Abenteuer!,FeeKrämer,AndreasFröhlich,103,2021-08-25,german,0,267,0
Émo-J : Attention à l'agent Paul [Emo-J: Watch Out for Agent Paul],DanielThomas,DanielThomas,59,2021-10-15,french,0,338,0
Dungeons & Dragons: Into the Jungle,MattForbeck,"GildartJackson,PeteCross",134,2020-05-26,English,0,1172,0
Egg Marks the Spot,AmyTimberlake,MichaelBoatman,234,2021-09-28,English,0,531,0
Tabitha Plimtock and the Edge of the World,ErikaMcGann,AmyMcAllister,229,2021-06-09,English,0,664,0
Always,MorrisGleitzman,MorrisGleitzman,349,2021-02-09,English,0,664,0
The Puffin Portal,VashtiHardy,EmilyWheaton,79,2021-05-09,English,0,664,0
The Grunts on the Run,PhilipArdagh,LaurenceBoxhall,227,2021-01-09,English,0,664,0
Utterly Dark and the Face of the Deep,PhilipReeve,BarnabyEdwards,413,2021-02-09,English,0,797,0
The Peculiar Tale of the Tentacle Boy,RichardPickard,TheoSolomon,364,2021-05-08,English,0,664,0
A Mouse Called Miika,MattHaig,NataschaMcElhone,106,2021-07-10,English,0,569,0
Nell and the Cave Bear,MartinBrown,HollieTaylor,92,2021-02-09,English,0,569,0
Oupa Zombie,JacoJacobs,JacoJacobs,169,2020-09-17,afrikaans,0,323,0
The Other Side of Luck,GingerJohnson,"EddieLopez,SoneelaNankani",346,2021-10-08,English,0,703,0
Heartbreak Bronco,TerriFarley,NatalieBudig,250,2021-02-11,English,0,398,0
Rain Dance,TerriFarley,NatalieBudig,210,2021-12-10,English,0,398,0
Untamed,TerriFarley,NatalieBudig,258,2021-09-21,English,0,398,0
Red Feather Filly,TerriFarley,NatalieBudig,252,2021-08-31,English,0,398,0
Gift Horse,TerriFarley,NatalieBudig,295,2021-10-08,English,0,398,0
Vega Jane and the Rebels' Revolt,"DavidBaldacci,TomislavTomic-illustrator",KatySobey,545,2021-09-16,English,0,323,0
The Boy with Wings,"LennyHenry,KeenonFerrell-illustrator",LennyHenry,229,2021-10-14,English,0,323,0
Tuesday: The Curse of the Blue Spots,RalphLazar,"RiverDeFilippis,ChristineLouiseMarshall,LanceRogerAxt",50,2021-03-08,English,0,492,0
Monday: Into the Cave of Thieves,RalphLazar,"RiverDeFilippis,ChristineLouiseMarshall,LanceRogerAxt",55,2021-03-08,English,0,492,0
City of Thieves,AlexLondon,A.J.Beckles,380,2021-09-21,English,5,586,1
Concealed,ChristinaDiazGonzalez,RebeccaSoler,446,2021-10-19,English,0,586,0
Ricky Ricotta's Mighty Robot vs. the Naughty Nightcrawlers from Neptune,DavPilkey,OliverWyman,33,2021-09-21,English,0,586,0
A Trick of Time,JenniJennings,AmyEnticknap,185,2021-02-09,English,0,569,0
Oddity,EliBrown,LyssaBrowne,636,2021-05-08,English,0,645,0
Gladys the Magic Chicken,AdamRubin,AdamRubin,14,2021-10-26,English,0,251,0
Me vs. the Multiverse: Enough About Me,S.G.Wilson,DaniMartineck,395,2021-08-17,English,0,904,0
Share Your Rainbow,"various,R.J.Palacio",CatherineHo,7,2020-11-08,English,0,251,0
The Worries: Jaz and the New Baby,JionSheibani,CassieLayton,70,2021-08-19,English,0,410,0
The Aeneid,"DiegoAgrimbau,MarceloSosa,TrustedTranslations",anonymous,33,2022-03-16,English,0,82,0
Nuclear Distraction,"ChrisEverheart,ArcanaStudio",anonymous,14,2022-03-16,English,0,140,0
Beauty and the Dreaded Sea Beast,"OtisFrampton,LouiseSimonson",anonymous,14,2022-03-16,English,0,82,0
Double Trouble,"ScottNickel,SteveHarpster",anonymous,6,2022-03-16,English,0,105,0
La fée Fifolette et le gâteau Bonbon,MimiZagarriga,VanessaParachou,5,2022-03-16,french,0,151,0
"Joyeux anniversaire, Princesse Mélie",AntoineLanciaux,PatriceBaudrier,7,2022-03-14,french,0,189,0
Il faut sauver la princesse Blanche !,SylvainZorzin,PatriceBaudrier,5,2022-03-14,french,0,189,0
Le cadeau d'Amazonie,AnneSchmauch,AnneMassoteau,6,2022-03-14,french,0,189,0
Thomas y sus amigos - Misterio en las vías,Mattel,JuanDiegoRodriguez,23,2022-11-03,spanish,0,76,0
Bob y sus amigos - Perros y gatos,"Mattel,NicolásOluchaSánchez-traductor",PereEugeniFont,6,2022-11-03,spanish,0,76,0
Thomas y sus amigos - La gran carrera,Mattel,JuanDiegoRodriguez,11,2022-11-03,spanish,0,76,0
Thomas y sus amigos - El rey de las vías,Mattel,JuanDiegoRodriguez,27,2022-11-03,spanish,0,76,0
Thomas y sus amigos - El Misterio de la Montaña Azul,Mattel,JuanDiegoRodriguez,18,2022-11-03,spanish,0,76,0
El monstruo marino secreto,"Mattel,NicolásOluchaSánchez-traductor",BeatrizOlcina,29,2022-11-03,spanish,0,115,0
Thomas y sus amigos - Historias de miedo,Mattel,JuanDiegoRodriguez,11,2022-11-03,spanish,0,76,0
Bob y sus amigos - La casa del árbol de Saffi,"Mattel,NicolásOluchaSánchez-traductor",PereEugeniFont,9,2022-11-03,spanish,0,76,0
Thomas y sus amigos - Carrera hacia el castillo de Callan,Mattel,JuanDiegoRodriguez,13,2022-11-03,spanish,0,76,0
Thomas y sus amigos - Día de los Diésel,Mattel,JuanDiegoRodriguez,18,2022-11-03,spanish,0,76,0
Bob y sus amigos - El dinoparque,"Mattel,NicolásOluchaSánchez-traductor",PereEugeniFont,7,2022-11-03,spanish,0,76,0
Qui a volé le deuxième but? [Who Stole Second Base?],MarilouAddison,Pierre-LucFontaine,94,2022-10-03,french,0,389,0
Thomas@sms.net (Afrikaans Edition),CarinaDiedericks-Hugo,HendrikNieuwoudt,188,2022-08-03,afrikaans,0,379,0
Thomas@rock-ster.net (Afrikaans Edition),CarinaDiedericks-Hugo,HendrikNieuwoudt,182,2022-08-03,afrikaans,0,379,0
Thomas@skaduwee.net (Afrikaans Edition),CarinaDiedericks-Hugo,HendrikNieuwoudt,197,2022-08-03,afrikaans,0,379,0
Penny Berry y el árbol de oro de Shangri-La,LluisPrats,ArantxadeSarabia,446,2022-10-03,spanish,0,307,0
Le très chanceux monsieur Confetti,EmilieChazerand,RonanDucolomb,15,2022-09-03,french,0,338,0
C'est la petite bête qui monte,ElsaDevernois,AlexandraMori,9,2022-08-03,french,0,376,0
Li Le La,ChristopheAlline,"ChristopheAlline,FredBigot",43,2022-08-03,french,0,376,0
Superhjältarna 2,"Disney,HannaGraf,IdaJohansson",FrederickHalbout,164,2022-07-03,swedish,0,166,0
Bamse ja noita-akan tytär,"SofieForsman,IdaKjellin,CharlottaBorelius,",Ville-VeikkoNiemelä,27,2022-04-03,finnish,0,32,0
Escape Room,ChristopherEdge,AyshaKala,236,2022-03-17,English,0,379,0
Les mémoires d'un âne de la Comtesse de Ségur,ComtessedeSégur,Marie-MartineBisson,76,2022-04-03,french,0,376,0
Les deux nigauds de la Comtesse de Ségur,ComtessedeSégur,ChloéBerthier,66,2022-04-03,french,0,376,0
Phantom Stallion: Secret Star,TerriFarley,NatalieBudig,232,2022-08-03,English,0,398,0
Thomas y sus amigos - El rey de las vías,"Mattel,RaquelLuqueBenitez-traductor",GermánGijón,25,2022-03-03,spanish,0,115,0
Petit-Gaulois veut des moustaches,ValérieCros,FranckAupeix,5,2022-02-03,french,0,151,0
Les vacances de la Comtesse de Ségur,ComtessedeSégur,ChloéBerthier,72,2022-02-03,french,0,376,0
Les petites filles modèles de la Comtesse de Ségur,ComtessedeSégur,ChloéBerthier,70,2022-02-03,french,0,376,0
Thor - Helten fra Asgård,"Marvel,TineS.Norbøll",MathiasKlenske,7,2022-01-03,danish,0,32,0
1er zavril sur la planète Zars,CélineClaire,FranckAupeix,5,2022-02-03,french,0,151,0
Les malheurs de Sophie de la Comtesse de Ségur,ComtessedeSégur,ChloéBerthier,72,2022-02-03,french,0,376,0
